"","textOriginal","hard_marker","easy_marker","authorDisplayName"
"7296","i dont have a capo wtf do i do besides buy a capo that i dont want?",NA,NA,"Overboard Sancho"
"7297","Can u have one tutorial for cold water",NA,NA,"Zubin Sharma"
"7298","Great lesson!  Much quicker to learn than others I've seen.  Thank you!",NA,NA,"Reid Connly"
"7299","I got a question
Is this a good song to audition any specialized high school?",NA,NA,"Alex"
"7300","hey marty do The solo to hotel calfornia,",NA,NA,"Gus Logozar"
"7301","Hey Marty could you do a video of thinking out loud only the lead part. Thanks.",NA,NA,"Leroy Menezes"
"7302","This is a game changer!!",NA,NA,"Simon Lysyk"
"7303","besT Teacher",NA,NA,"sa nu"
"7304","One quick question. could you possibly do the Unforgiven ii please?",NA,NA,"Corban Madson"
"7305","great job Marty!! ive always wanted to play this song!!",NA,NA,"Corban Madson"
"7306","Marty you are a pure legend! The other videos for this song are so complex but you made it super easy :) - Good luck with the new channel",NA,NA,"Utterly Butterly"
"7307","avenged sevenfold little piece of heavan",NA,NA,"Logan Bridge"
"7308","Marty, you do a little picking pattern and and walk up on Am the first chord of the verse and this video. Can  you please elaborate?

Thanks! You're the best!",NA,NA,"S Rome"
"7309"," chords work like magic........ Thanks to you marty..... Great help... :) ",NA,NA,"Vaishak Augustine"
"7310","Could you do the guitar solo to this song, would love to know it",NA,NA,"Ryan Hoskinson"
"7311","EEEE7 ))) Ddddd M ))) Marty, you are the best teacher I´ve ever heard, thank you very much!!!",NA,NA,"Puklej chleba"
"7312","I would love to see a tutorial session on ""Dream Big"" by Ryan Shupe or ""Listen to the Radio"" by Don Williams",NA,NA,"Kwabena Addae Sarpong"
"7313","how to play leader of the band by:dan fogelberg..tnx;)",NA,NA,"Emmarjan Quintos"
"7314","i didnt buy a guitar yet .. but i would like to buy one after i watched this video man ! Thanks Alot . How can i learn more from you ? Any other way to stay connected with you ?",NA,NA,"Alosh Yeahbois"
"7315","Can you pls do a tutorial of roses thanks",NA,NA,"Gabriel Solomon"
"7316","MAN its just awesome love your videos all of them 
though not seen every one but will watch it thanks marty",NA,NA,"Ash lama"
"7317","hi marty. ive been following you for a long time and I am impressed with all your tutorials. thx again😎",NA,NA,"Tim Hadzisavas"
"7318","Hey man love this one it is easier to play. Can you please display the chord diagrams on the screen next time you  do a song. That would be very helpful. Thanks.",NA,NA,"sophivideos1"
"7319","Great song! My question is how many strumming before changing chords and on your up strumming how far up do you go? Thanks",NA,NA,"Spencer fisher"
"7320","don't know the story of why you stepped away but I'm glad to see you back.",NA,NA,"Mark Denney"
"7321","Hey, started playing guitar a while ago and fortunetly i have a friend helping me. But ur videos has helped me out ALOT when i practise at home! Apreciate the good stuff! #Amazing",NA,NA,"Markus Valsvik"
"7322","awesome teaching it's helping me",NA,NA,"Arrow Blaze"
"7323","Lose the cheater bar.",NA,NA,"Boldstrummer"
"7324","you're amazing",NA,NA,"Lacen Azougarh"
"7325","even flow- pearl jam",NA,NA,":-0"
"7326","thanks for posting this man. my dads all time favorite song. now i can learn it and play it for him",NA,NA,"Shaun Sinclair"
"7327","sir could u make other version without the capo...",NA,NA,"William Kilipnanto Lujeh"
"7328","Can you do closer to the sun by slightly stupid",NA,NA,"Fruity Juicy"
"7329","Hi Marty. Thanks again for another fantastic lesson! Got a question, though: the original solo is played on the Bm  pentatonic scale. Will the capo positioning in this lesson be consistent with that solo? Alternatively, do you have a lesson for the solo that goes with this lesson? Thanks for your lessons, dude. You rock!",NA,NA,"Jeff Castañeda"
"7330","I'm a pretty crappy player but this video has been ""life changing"" for me! ha :)  .  What a giant help.  THANKS MARTY!",NA,NA,"JScott Sherrill"
"7331","Brian Jonestown massacre- anemone",NA,NA,"sargedud3"
"7332","Great tutorials. I couldnt have wished for a better one. You Rock Marty.",NA,NA,"Kwabena Addae Sarpong"
"7333","you dont happen to transpose for beginner lefties do you??",NA,NA,"Dana Wick"
"7334","love you marty <3",NA,NA,"saad elmahi"
"7335","do estranged by GNR!! Love your work marty!",NA,NA,"Davis Wood"
"7336","will you do take it to the limit by the Eagles please?",NA,NA,"Ty Vaughan"
"7337","Top fella as ever. Any chance we can get a marty master classon JK 7 days in sunny june?
Thanks dude either way.",NA,NA,"Nick Tsolkas"
"7338","Revolution radio?",NA,NA,"Hayden Boyer"
"7339","I love this!!!! I've watched it over and over and I finally got it. I mean not flowing yet but it's getting there!! Love the way you teach!!! Def good stuff!!!",NA,NA,"Marisella Vera"
"7340","last of the mohican soundtrack 👍👌 love your videos ☺",NA,NA,"Lomi Gaualofa"
"7341","Could you please do Can You Feel My Heart by Bring me the Horizon or Angels Fall by Breaking Benjamin?",NA,NA,"Mariah Accalia"
"7342","wow marty. it was super cool. thank u so much for teaching us the songs in a really easy way..",NA,NA,"Mansib Zahid"
"7343","and at Guitarjamz and others LOL!!!!!",NA,NA,"David McGhee"
"7344","Please do he man woman hater by extreme",NA,NA,"Joey Richards"
"7345","My request for you is Country Boy by Aaron Lewis. Others have videos, but I learned from your videos and they have really helped.",NA,NA,"Josh Becnel"
"7346","thanks... good stuff....",NA,NA,"David McGhee"
"7347","Hey Phil!! Thanks for supporting my channel",NA,NA,"Marty Music"
"7348","Thanks for supporting my channel Pasindu!",NA,NA,"Marty Music"
"7349","Thanks so much for supporting me at my channel.",NA,NA,"Marty Music"
"7350","Hey Matt! Thanks so much for supporting me at my channel.",NA,NA,"Marty Music"
"7351","Jack O YES!!!!!",NA,NA,"the local dreamer"
"7352","Yass!!!",NA,NA,"Rich Uribe"
"7353","After the"" biggest yes!!!"": Fuck yeah YES",NA,NA,"Tbrg"
"7354","fuck yeah pixies!!",NA,NA,"dk"
"7355","biggest yes!!!",NA,NA,"Irritantman"
"7356","I use a 614ce and 814ce. Thanks so much for the nice comment and supporting me by supporting this channel ""MartyMusic""",NA,NA,"Marty Music"
"7357","master marty ,please give me the tutorial of coming home cinderella.thanks",NA,NA,"Courtchael Rusiana"
"7358","Hey Cortchael! I really appreciate your kindness! Thanks for supporting ""MartyMusic"" my friend!",NA,NA,"Marty Music"
"7359","Hey Marcus! thanks so much for the kind words and supporting ""MartyMusic"" my friend!",NA,NA,"Marty Music"
"7360","ha ha Aimee!!!",NA,NA,"Marty Music"
"7361","Hey Richard! Thanks so much for the kind words! More new stuff on the way here at ""MartyMusic""","hard",NA,"Marty Music"
"7362","I will Randy.",NA,NA,"Marty Music"
"7363","That is because you suck at guitar :)",NA,NA,"Lorenzo Villarreal"
"7364","katrina L.M do you not have a capo?",NA,NA,"anna"
"7365","Why?",NA,NA,"Evin Kierans"
"7366","thanks again Joe!",NA,NA,"Marty Music"
"7367","thanks for the request Sumit.",NA,NA,"Marty Music"
"7368","Thanks so much for the comment Ian! I really appreciate you following my channel which is this one, ""MartyMusic""",NA,NA,"Marty Music"
"7369","Thanks so much Eduardo, very kind of you! I appreciate you supporting ""MartyMusic"" my friend! All my best!",NA,NA,"Marty Music"
"7370","Marty Music thank you",NA,NA,"Grace Rynerson"
"7371","Hi Grace, it's called a ""Capo"" and it raises the pitch of your guitar when you play the basic ""open"" chords.",NA,NA,"Marty Music"
"7372","Thanks so much for the comment Kate! Thanks for supporting me here at ""MartyMusic"" all my best!",NA,NA,"Marty Music"
"7373","Hey I really appreciate that Paul! Thanks for spreading the word on ""MartyMusic"" my friend!",NA,NA,"Marty Music"
"7374","Thanks so much for the comment Jeff! Much more to come right here at ""MartyMusic"" all my best!",NA,NA,"Marty Music"
"7375","I love that song.",NA,NA,"Marty Music"
"7376","Thanks for the feedback Pete, I really appreciate your support buddy!",NA,NA,"Marty Music"
"7377","thanks again chris",NA,NA,"Marty Music"
"7378","You're a Jukebox hero now Keith! Thanks for supporting!",NA,NA,"Marty Music"
"7379","Marty Music thank you",NA,NA,"Overboard Sancho"
"7380","you can use a pen and some rubber bands.",NA,NA,"Marty Music"
"7381","+Marty Music 😃😃",NA,NA,"Zubin Sharma"
"7382","thanks",NA,NA,"Marty Music"
"7383","I really appreciate the comment! Thanks for supporting me here at ""MartyMusic Reid!",NA,NA,"Marty Music"
"7384","Marty Music thank you I'll practice this song with my guitar 
Ps: your videos are awesome",NA,NA,"Alex"
"7385","Hey thanks for supporting ""MartyMusic"" Alexander! This would probably make a good audition.",NA,NA,"Marty Music"
"7386","Hey thanks for supporting MartyMusic Simon my friend",NA,NA,"Marty Music"
"7387","Thanks so much!!!",NA,NA,"Marty Music"
"7388","Thanks Corban",NA,NA,"Marty Music"
"7389","Thanks very much!",NA,NA,"Marty Music"
"7390","Th verse strum and chorus are diffrent right",NA,NA,"Fabian Rudde"
"7391","At the and a and of a email you put greets fabian zd",NA,NA,"Fabian Rudde"
"7392","In the video greets? whats that",NA,NA,"S Rome"
"7393","Scott Rome he explained i  the video greets",NA,NA,"Fabian Rudde"
"7394","Thank you Vaishak!",NA,NA,"Marty Music"
"7395","Hey so kind of you Puklej! Thanks for supporting MartyMusic my friend! all my best!",NA,NA,"Marty Music"
"7396","Thanks for the request and supporting ""MartyMusic"" All my best!",NA,NA,"Marty Music"
"7397","Thanks Alosh! Please sign my newsletter at http://www.MartyMusic.com thanks again",NA,NA,"Marty Music"
"7398","Thanks so much for supporting me here at ""MartyMusic"" all my best!",NA,NA,"Marty Music"
"7399","Listen buddy just want you to know that. I don't think you know how much all of us appreciate you and all the rest of the guitarists who post tutorials on the net mean to us. You and justin sandecoe are trully amazing. Dont want to sound to biast but im a huge Clapton fan. After seeing some of your tutorials on him I know you are too. Thx heaps mate😎. Ps. Whereabouts do you live in the states?",NA,NA,"Tim Hadzisavas"
"7400","Thanks so much for supporting me here at ""MartyMusic"" all my best!",NA,NA,"Marty Music"
"7401","Thanks so much for the continued support Mark! More brand new videos coming right here to ""MartyMusic"" all my best!",NA,NA,"Marty Music"
"7402","Thanks for the comment Markus! Stay tuned right here at ""MartyMusic"" for more brand new content!",NA,NA,"Marty Music"
"7403","Thanks for the comment aaroh! Stay tuned right here at ""MartyMusic"" for more brand new content!",NA,NA,"Marty Music"
"7404","That's how they played it. I guess the Eagles cheated too huh?",NA,NA,"Marty Music"
"7405","very kind of you!",NA,NA,"Marty Music"
"7406","Keep up the good videos :D!",NA,NA,"Shaun Sinclair"
"7407","That's awesome shaun! Thanks my man!",NA,NA,"Marty Music"
"7408","Thanks so much JScott!!! Stay tuned right here at ""MartyMusic"" for brand new videos every week!!!",NA,NA,"Marty Music"
"7409","You rick morty",NA,NA,"Olgierd Von Everec"
"7410","I have",NA,NA,"I like my nachos"
"7411","Marty Music thank you I've been looking for this",NA,NA,"GOD _"
"7412","Thanks so much Kwabena!!! Stay tuned right here at ""MartyMusic"" for brand new videos every week!!!",NA,NA,"Marty Music"
"7413","Thanks so much for supporting me here at ""MartyMusic"" Saad! More NEW lessons coming!",NA,NA,"Marty Music"
"7414","Thanks for the comment! More NEW videos coming right here to ""MartyMusic"" every week! Stay tuned!",NA,NA,"Marty Music"
"7415","I would love that Nick!",NA,NA,"Marty Music"
"7416","It's right here at ""MartyMusic""",NA,NA,"Marty Music"
"7417","awesome Marisella! Thanks for supporting me here at ""MartyMusic""",NA,NA,"Marty Music"
"7418","I really appreciate that very much! Thanks so much for supporting me right here at ""MartyMusic"" David!",NA,NA,"Marty Music"
"7419","who honestly would unlike martys videos. if you cant play a song after watching his videos a few times thats on you alone.",NA,NA,"ANTHONY HESS"
"7420","Thank you for your quick reply, Marty, one thing, I think that you do three down strums before the final up strum, am I right? Also, may I request the brilliant blues song, St James Infirmary, please! I'd love to learn it properly.",NA,NA,"Lorrae Wright"
"7421","Love your work Marty. Thanks for all your good vibes.",NA,NA,"Edward York"
"7422","cheers marty, but its to fast man and im getting exasperated",NA,NA,"Billy Conder"
"7423","Marty, that's great! Am I right with the strumming - DUDUDUDDU?",NA,NA,"Lorrae Wright"
"7424","Oye, dude you rock. I thank you.",NA,NA,"Terence Murray"
"7425","they are getting pretty popular now",NA,NA,"Ramses Allen"
"7426","Kaleo- No good",NA,NA,"Ramses Allen"
"7427","Saving Amy by Brantley Gilbert or stone cold sober",NA,NA,"JrockPlaya"
"7428","Sounds nice Marty and easy. Request how bout Thousand Roads David Crosby",NA,NA,"Gregory Marincola"
"7429","Marty I always forget this song to ask you about but I recall it now. There's only one tutorial for it that Ive found on youtube and its ""Bad"" ,its been the only one for a few years. ""Phil Collins That's all"", there's another video out there that shows the chords but I think you might have some tasty riffs to spice it up more.

 At the beginning of the song there's a little diddy played but on another instrument. You've always been good at showing how to play those and spicing up a song with embellishments. So that's my request besides the Chilies baby back ribs song lmao.",NA,NA,"ArmaGuyz"
"7430","Song sheets would be worth purchasing. Any chance to supply them?",NA,NA,"Joanne Pinney"
"7431","Awesome!!! Any chance to print out your song sheets?",NA,NA,"Joanne Pinney"
"7432","can you do cross roads by eric clapton",NA,NA,"Rottoe -"
"7433","Thank you Marty! You are a wonderful instructor. I really appreciate your time and all you do to teach music. Rock on!",NA,NA,"Steve Hallman"
"7434","Marty, can you diagram the strum pattern?",NA,NA,"Eric Gilbert"
"7435","Hei, how do you strum at the chorus part? ",NA,NA,"cuddly teddy"
"7436","500 miles by proclaimers",NA,NA,"Mason Graham"
"7437","wow I found u...I thought you were mia lol",NA,NA,"jonmda1"
"7438","Great video!! I watch all your tutorials and you should please consider making a tutorial on how to play Nine in the Afternoon by Panic at the Disco PLEASE",NA,NA,"Arturo Saucedo"
"7439","Can you do 21st Century [Digital Boy] by Bad Religion?",NA,NA,"Cayonicle"
"7440","Awesome tutorial 👍",NA,NA,"ANBU sheky"
"7441","where can i get the music sheets for this",NA,NA,"Yinhan Tan"
"7442","does the strumming patern remain the same during the chorus?",NA,NA,"Radu Ciungan"
"7443","i never thought it would be that easy play. thanks mate, you're the best",NA,NA,"Michael Ericson Madsa"
"7444","Duuuude, AWESOME! Did it nearly on the First try. Did you group-up with Justin? :) ...then theres a C-Chord..tam tam... F again and C again...anyway. I really like this Style of teaching. Thx for all your passion !!! Thumbs UP",NA,NA,"David asyouknowit"
"7445","Been practising this for a few days now. Awesome lesson and my playing is coming along very nicely. Thanks Marty!",NA,NA,"Kathy Thompson"
"7446","hey marty can you come and met me will jam together",NA,NA,"Shashwat Gupta"
"7447","can you also do some thigs without kappo",NA,NA,"Shashwat Gupta"
"7448","Marty please do beautiful soul by jesse mccartney",NA,NA,"Edmar Gallo"
"7449","you're the best!!",NA,NA,"k o"
"7450","Marty, You have given a novice guitar player hours of self entertainment learning parts of songs. My level of playing is pretty low but you somehow get the point across and I get it. I hope to meet you some day and tell you in person how much you've helped me play and improve.Ed",NA,NA,"Ed Phillips"
"7451","Hotel California..thanks Marty, like the run you add! Good job!",NA,NA,"Robert S."
"7452","you are really putting a lot of effort into these videos Marty! and the videos are GREAT! :D",NA,NA,"shadymike88"
"7453","Been watching your videos for years, basically you taught me guitar! So grateful for the great vids Marty.",NA,NA,"dannywallisPT"
"7454","Johnny Winter - be careful with a fool Intro and chord progression",NA,NA,"Josh Barnett"
"7455","You rock Marty! You make planning fun and easy! You got a great sense of humor. Thank you for your videos, you've really helped improve my guitar playing over the years... You are a great teacher and seem like a really cool dude!",NA,NA,"KarlSkatesNH"
"7456","sweet, easier pattern. thank you!",NA,NA,"Sherry Hallson"
"7457","hey hey, great lesson. Thank you muchly . all your lessons help me out tremendously",NA,NA,"Kyle Rix"
"7458","Dead or Alive (unplugged) - Bon Jovi; Here Comes the Sun - George Harrison/Beatles",NA,NA,"Mickey McConnell"
"7459","Thank you sir!!! This song made my guitar day😃😃",NA,NA,"Star Hawk"
"7460","what guitar are you using?",NA,NA,"Carlos Altamiranda"
"7461","its a little funny that you sing the chords, but it it really helps me knowing when to change cords. Good work, as usual!",NA,NA,"Tare Jansen"
"7462","wicked world by black Sabbath please🙏🙏",NA,NA,"Brian Lopez"
"7463","Hey Marty, do you think you can do take it easy by the Eagles I'd love to learn and hear you play that song. Keep up all the good work and I hope you're doing well",NA,NA,"TravisH"
"7464","great lesson Marty , really got into this version. keep them coming  W.Clark",NA,NA,"WILLIAM CLARK"
"7465","Marty you are by far the best step by step instructor to any song. Keep it rockin man. Im a supporter. I agree with Tim Earnest, get those Tshirts out there!",NA,NA,"SUGAFUT !"
"7466","hey marty how's about the red by chevelle keep rocking I've  just subscribed champ",NA,NA,"Jason Bowman"
"7467","Marty can you do every night by McCartney?",NA,NA,"Bruce R"
"7468","Hey Marti love ya too. Groovy adaptation
I'm glad they ( beagles)lost the court case against Zeppelin over this song,even though some of the testimony attributed to Plant sounded hokey.All that money WOW for one song (STH).  
Everybody rags of zeppelin for plagiarism but everybody in the 60's was ripping off old stuff like  Robert Johnson Riverside blues, we are both baby boomers, remember nobody even thought Rock wasn't just a fad back then",NA,NA,"GUN SLINGER"
"7469","Hey Marty, could you do some Kenny Chesney, when I see this bar, El Cerito place, you and tequila to name a few? I love his songs for bon fires and camping. Also how is the Taylor 114e? Looking at getting rid of my fender for it.

Thank you.",NA,NA,"Cammed 3valve"
"7470","awesome",NA,NA,"sus fuser"
"7471","could you teach the fingerstyle for this song and teach with no capo pls",NA,NA,"Tyler Jurgens"
"7472","Hi Marty, could you please teach me some Gustavo Cerati songs ? Have you heard his songs? Thanks. Greetings from Mexico",NA,NA,"Miguel Angel Martin Del Campo"
"7473","Marty, you deserve more followers. I love your videos, they have helped me to branch out and learn more and more each time I watch! Thanks so much for being cool! 💗",NA,NA,"Naturesfool"
"7474","Ok, so this one only has a couple people on here that none have let me learn it very well. And well, because you Marty taught me Over the Hills & Far Away in less than 4 days (except for the solo). But, could you please do Suite: Judy Blue Eyes by CSN?",NA,NA,"Bill Whelan"
"7475","What Guitar do ou play?",NA,NA,"Cam_the_REALTOR"
"7476","Hey you rock!!! Is there any way to get the cords and tab for this song? Thank you",NA,NA,"Cassy Long"
"7477","Really helpful, easy n nice one Marty.
Wonderful life -Black 
plzz",NA,NA,"Suraj Giri"
"7478","I love your videos. You make learning songs easy and fun. Could you show, or post a link, on how to play the tab intro to this song?",NA,NA,"Tabi Lea"
"7479","So great to see you on here.",NA,NA,"Paul H"
"7480","Hey Marty. You are a great teacher and seem like a really cool guy. Thanks so much for the great lessons. Is that a 2015 614ce ? The very guitar that i would love love to own.",NA,NA,"Paul H"
"7481","great video Marty , can I please request a lesson for an acoustic version of ""here I go again"" by whitsnake, cheers Ian",NA,NA,"southshieldspier"
"7482","do a video for end of our days by archive please please",NA,NA,"Marya Tora"
"7483","love your lessons Marty. learnt so much from your sites. Any chance of Ugly Kids Joe's ""Cats in the Cradle""?",NA,NA,"m ax"
"7484","Great lesson Marty",NA,NA,"J G"
"7485","Hey Marty please do Heaven Sent Me You by John Michael Montgomery.  It is no where on You Tube please!!!! Julie",NA,NA,"J G"
"7486","If you haven't done it yet. 
Turn up the radio by Autograph :)",NA,NA,"theonewholiived"
"7487","I have been watching your videos for about 2 years now. I have watched you ever since I started playing guitar you taught me just about everything i know. Great tutorials, helped me a lot thank you.",NA,NA,"Alex ur mom"
"7488","Marty I've been watching your videos for years now....I love your work...you're my inspiration to music.",NA,NA,"Ahmed Zaki"
"7489","Hey Marty ... great work!
actually your simple way in breaking down each song has unlocked lots of guitar secrets to me ... and since you're open for special requests, so I decided to ask you for ""Careless Whispers"" of George Michael if possible... thanks :)",NA,NA,"Ahmed Ramzy"
"7490","hi Mr Marty can you play for us heaven and hell ,please.
thanks 😊",NA,NA,"SAAD FELJY"
"7491","Love your teaching style Marty, great fun learning this classic tune. Are you familiar with a British band called THUNDER? They been around since 1990, and one of their best songs is called Love Walked In, it would be outstanding if you did that??!!??",NA,NA,"Alex Betty"
"7492","Thanks Marty! I've learned so much from you since I picked up a guitar for the first time about a yer ago. This is a fun, easy version of a campfire classic! Thanks again bud!",NA,NA,"Michael Zamora"
"7493","Can you repeat the strum pattern please. I didn't quite catch that. 
Thanks!!",NA,NA,"iflyrv9"
"7494","Love the video...do you think you can do a lesson for foreplay/longtime because that would be awesome",NA,NA,"Connor Bucci"
"7495","Marty you're the best I get all my stuff from you! I was wondering if you could do some Johnny cash (I've been everywhere ) or some of his older stuff. Glad you're back!",NA,NA,"Chris Sanchez"
"7496","That was awesome😀 Thanks! How about ""take it easy""?",NA,NA,"Mike McKay"
"7497","oooooooh Marty, you've got your own channel...!!!! You taugh me to play guitar man, thanks a lot. Love your work, a big thumbs up.. :)
Request- Show me how to live (Audioslave)",NA,NA,"Verzil Vergo"
"7498","That was amazing ! and I have learn another song from your tutelage. and I was just wondering if you can show how to play ""Have you ever seen the rain by CCR. Thanks Man :)",NA,NA,"aikitkd"
"7499","this channel is so funny 😂😂 lmao when he sung the chords",NA,NA,"Eve Angus"
"7500","thank you for making this Marty!  I have learned so many songs from you, I've been watching your videos since 2010.  from a fellow north county rocker to another thanks again man......do you have a video for a Doors song called |people are strange?""",NA,NA,"Billy Smith"
"7501","la vie en rose",NA,NA,"Cristian De Leon"
"7502","Love your lessons man they are awesome you are my go to for learning new songs... Broadway-Goo Goo Dolls",NA,NA,"Jayden Alton"
"7503","My friend suggested I look at your videos a while back, ever since then your videos have helped me learn many songs!",NA,NA,"The Patriotic Avenger"
"7504","Im watching you for months thanks for everything, youre the best :)",NA,NA,"Berfu KARAHAN"
"7505","{ + Awesome Guitar lesson, can You and Tim do a video guitar lesson with all the electric lead and rhythm guitar by Samantha Fish, the song is called, { + Show Me + } I would like to learn the song, note for note, the way she plays it on lead guitar, Samantha Rocks on Guitar also.! + }",NA,NA,"Mark Collins"
"7506","sir i love how you teach beginners people like me..thanks for the great lesson..and also i would like to request John Frusciante song Look On.. I would really appreciate if show me how to play that song, thanks again.",NA,NA,"Ahmad Zahir Ikaputra Zainuddin"
"7507","can you please teach the song ""Beating Around The Bush"" by AC/DC.  thanks",NA,NA,"Gal Lindberg"
"7508","Marty, I am glad to see you are still helping budding guitarists build their chops...still practicing 'Guitar Control'... 
""Man suffers only because he takes seriously what the gods made for fun"" Alan Watts. (quote of the day)",NA,NA,"Martin Frog"
"7509","Marty I love all the cool videos that you put on for us. My question is about amps. I was wondering if I can get one amp that will cover my Tnv360sc as well as my Gibson es137. Just playing for my enjoyment. I've heard the Fender acoustasonic is a great amp for acoustic guitars but not sure about electrics. Any help would be appreciated.",NA,NA,"Ike Maxwell"
"7510","Hi Marty, so happy I found you channel!  Can you do any tutorials on some Jackson Browne songs??",NA,NA,"Michelle V"
"7511","You do have a new channel. THANK GOD! keep up the good work. Much appreciated!",NA,NA,"ccmvad"
"7512","ur my hero, love your new channel! peace",NA,NA,"AnonMouse"
"7513","Can you do Tin Man by America",NA,NA,"FillFrey"
"7514","hey could u make some john mayer tutorials?",NA,NA,"OCD Panda"
"7515","The Who: pinball wizard",NA,NA,"Ryan Zoso"
"7516","plenty of f's at the hotel! ha! thats great, Marty!",NA,NA,"Chip Mulligan"
"7517","thank u marty....ur lesson are so easy I appreciate for your work.....😍",NA,NA,"Rahul Cool"
"7518","Learning so much from your videos!  Thanks.",NA,NA,"fishlovindog"
"7519","Thanks so much Edward! New stuff coming right here to ""MartyMusic"" stay tuned!!",NA,NA,"Marty Music"
"7520","I believe that will work, thanks so much for watching Lorrae!",NA,NA,"Marty Music"
"7521","Hey thanks so much Terence! All my best, stay tuned right here at MartyMusic for more new videos!",NA,NA,"Marty Music"
"7522","Hey Thanks so much Ramses! I appreciate you supporting me right here at ""MartyMusic"" my friend! Many more NEW lessons on the way!",NA,NA,"Marty Music"
"7523","Thank you very much Steve! More NEW videos coming right here to ""MartyMusic""",NA,NA,"Marty Music"
"7524","emj amj bmj repeated",NA,NA,"Aaron Ingram"
"7525","I'm right here at my new thing ""MartyMusic"" with BRAND NEW CONTNENT! Thanks for finding me!",NA,NA,"Marty Music"
"7526","Thanks for supporting me here at ""MartyMUsic"" Shaky!",NA,NA,"Marty Music"
"7527","Thanks Michael! I appreciate you coming over here and supporting me right here with ""MartyMusic""",NA,NA,"Marty Music"
"7528","That's great David. Thanks so much for supporting me right here at ""MartyMusci"" - more NEW videos on the way!",NA,NA,"Marty Music"
"7529","Thanks, that would be great Shashwat!",NA,NA,"Marty Music"
"7530","Thanks!",NA,NA,"Marty Music"
"7531","Thanks so much Ed! Hopefully we will meet and jam soon my friend! Thanks for supporting me right here at ""MartyMusic"" All my best!",NA,NA,"Marty Music"
"7532","Thanks for the support Robert!",NA,NA,"Marty Music"
"7533","Thank you so much Shadymike! So much more NEW content coming right here to ""MartyMusic"" - Stay Tuned and thanks again!",NA,NA,"Marty Music"
"7534","I really appreciate that Danny! Thank yo so much. So much more NEW content coming right here to ""MartyMusic"" - Stay Tuned and thanks again!",NA,NA,"Marty Music"
"7535","Taylor 814ce",NA,NA,"Marty Music"
"7536","Thanks for supporting me here at ""MartyMusic"" Tare! More NEW VIDEOS on the way!",NA,NA,"Marty Music"
"7537","Thanks William!",NA,NA,"Marty Music"
"7538","Hey very kind of you Suga! I will be doing that for sure!",NA,NA,"Marty Music"
"7539","+Marty Music no worries  marty I've been watching your videos for a while your a great teacher you keep it simple and honest. I'm a big fan of bush and I was just wandering  if could do a guitar lesson on their song superman from their album golden state. keep rocking from melbourne  australia  cheers",NA,NA,"Jason Bowman"
"7540","Hey Jason! Very thoughtful of you to leave your comment! I really appreciate you supporting me here at ""MartyMusic"" my man!!! More BRAND NEW VIDEOS coming right here. Stay Tuned!",NA,NA,"Marty Music"
"7541","Hey man, I really appreciate the thoughtful comment and supporT!",NA,NA,"Marty Music"
"7542","thanks marty do stolen dance milky chance plz",NA,NA,"sus fuser"
"7543","Thank you so much Sus Fuser!! More NEW VIDEOS coming right here to ""MartyMusic"" Stay tuned!",NA,NA,"Marty Music"
"7544","Thanks so much Courtney! I'm very happy with ""MartyMusic"" so far! More BRAND NEW VIDEOS coming right here!",NA,NA,"Marty Music"
"7545","+Austin Clevenger (randomname0001) tetons are priced fair and play well.",NA,NA,"Cam_the_REALTOR"
"7546","+Cameron Chamberlain No I haven't had the chance to I usually don't even play acoustic but I really need to up grade my current one I have played the Taylor 114ce and some of Martins lower end stuff but the majority of that is out of my price range and if it isn't out of it it doesn't have a pick up or a cutaway which are both something I would like to have",NA,NA,"Austin Clevenger"
"7547","+Marty Music have you played the teton guitars?",NA,NA,"Cam_the_REALTOR"
"7548","What is your personal preference on a lower end acoustic sub 500?",NA,NA,"Austin Clevenger"
"7549","Taylor 814ce and Taylor 614ce",NA,NA,"Marty Music"
"7550","I really appreciate that Paul.",NA,NA,"Marty Music"
"7551","funny you should mention that one............",NA,NA,"Marty Music"
"7552","Thanks Marya!",NA,NA,"Marty Music"
"7553","+Marty Music Hey Marty thanks for all that you do. I really appreciate you taking the time out to reply back.  I hope you saw my request? If not I will ask kindly again:)  ""Heaven Sent Me You"" by John Michael Montgomery.  I haven't seen a lesson on this yet and it would mean a lot to me thanks again Julie:)",NA,NA,"J G"
"7554","Hey J G, thanks so much for supporting me here at ""MartyMusic"" my man! More NEW videos coming soon! Stay tuned!",NA,NA,"Marty Music"
"7555","good one!",NA,NA,"Marty Music"
"7556","thanks so much Alex! Stay tuned right here at ""MartyMusic"" for more BRAND NEW videos! All my best!",NA,NA,"Marty Music"
"7557","Thanks so much for supporting me here at ""MartyMusic"" Ahmed! All my best!",NA,NA,"Marty Music"
"7558","I appreciate your supporting me with ""MartyMusic"" Michael! More NEW lessons on the way right here!",NA,NA,"Marty Music"
"7559","Hey Verzil! Thanks so much for finding me here at my channel ""MartyMusic"" more BRAND NEW VIDEOS on the way my friend!",NA,NA,"Marty Music"
"7560","I have that lesson right here on this channel. ""search"" and ye shall find!",NA,NA,"Marty Music"
"7561","thanks so much Eve!! more NEW lessons coming right here to ""MartyMusic""",NA,NA,"Marty Music"
"7562","Thanks! Be sure to follow me right here at ""MartyMusic"" for TONS OF BRAND NEW CONTENT!",NA,NA,"Marty Music"
"7563","thanks!",NA,NA,"Marty Music"
